gene,clone1_exp,clone2_exp,log2_fc,fdr
Vbp1,0.0242051676111805,0.086626746506986,-1.83949744981262,4.63859413510889e-50
Ywhah,0.0358274901546441,0.113373253493014,-1.6619414401175,5.07116473527539e-50
Nudt3,0.0422629910671405,0.127944111776447,-1.59804697396213,5.22526956150819e-50
Epc2,0.0311209297858035,0.101596806387226,-1.70689798405912,1.048849447887e-49
Gmps,0.0316972433003554,0.107784431137725,-1.76571952367307,1.26915674995755e-49
Pitrm1,0.0259341081548362,0.0874251497005988,-1.7531976034184,1.30638192622268e-49
Taok1,0.100086447027183,0.207385229540918,-1.05106651749376,1.70705979448284e-49
Podxl,0.116511382191912,0.049500998003992,1.23494138386558,1.76794003770091e-49
Dst,0.1202574200365,0.276447105788423,-1.20087755487199,1.96344784170171e-49
Khsrp,0.0269906829315147,0.0878243512974052,-1.70215953417179,2.26316166215552e-49
Hjurp,0.0322735568149073,0.0974051896207585,-1.59364605565218,2.3311484619937e-49
Syce2,0.0363077514167707,0.00778443113772455,2.22161406449077,2.57014330156537e-49
Ptbp3,0.0807799442896936,0.207185628742515,-1.35885487897079,2.82875614629926e-49
Pdlim5,0.0367880126788973,0.116966067864271,-1.66878241336534,3.18767026840569e-49
Trappc4,0.0416866775525886,0.113572854291417,-1.44595975073016,3.19388647149372e-49
Bdnf,0.0124867928152915,0.0632734530938124,-2.34119735797901,3.33786664547648e-49
Csnk1d,0.09624435693017,0.204590818363273,-1.08796754206565,3.36110616793382e-49
Birc6,0.0508116415329939,0.140718562874252,-1.46958167604018,4.85336456973957e-49
Fam92a,0.01354336759197,0.0672654690618762,-2.31227956965112,5.41042984308381e-49
Dsp,0.0411103640380367,0.134530938123753,-1.71036393564876,6.65658293433649e-49
Rnf157,0.00528287388339257,0.0427145708582834,-3.01533341374454,6.93981536109373e-49
2210016F16Rik,0.015944673902603,0.0644710578842315,-2.01557706421505,7.02483260987781e-49
Ccdc66,0.0284314667178945,0.0996007984031936,-1.80866878057636,9.37695387867623e-49
Cntln,0.0101815387570839,0.0678642714570858,-2.73669662244256,1.44956773586108e-48
Chaf1a,0.027374891941216,0.0994011976047904,-1.86040996388403,1.76077521548527e-48
Gm13470,0.00278551532033426,0.0263473053892216,-3.24163926509893,2.45254161880204e-48
Fgfr1,0.031889347805206,0.00479041916167665,2.73485078975772,2.52925861198811e-48
Nap1l4,0.0555182019018346,0.139520958083832,-1.32944910374281,2.93687370129735e-48
Hif1a,0.0487945442320622,0.135329341317365,-1.47168291723223,3.24293260364176e-48
Cmip,0.0871193929497647,0.204191616766467,-1.22885783008486,3.4857869240883e-48
Slain2,0.0280472577081933,0.0976047904191617,-1.79909223694027,3.69724043260142e-48
Nes,0.0230525405820767,0.092814371257485,-2.00942245125493,4.17571711592379e-48
Impa1,0.0268946306790894,0.0912175648702595,-1.76199347898116,4.52436454604049e-48
Gtf2i,0.0710786667947363,0.193812375249501,-1.44717216577093,4.68118590400092e-48
Mrpl50,0.0362116991643454,0.110778443113772,-1.61314938883686,6.01843178461986e-48
Dkk2,0.0161367784074537,0.110379241516966,-2.774044388324,7.66261236196833e-48
Vamp5,0.11718374795889,0.0497005988023952,1.23743735951412,1.33603771713662e-47
Msh6,0.0242051676111805,0.086626746506986,-1.83949744981262,1.55807669175259e-47
Usp10,0.0132552108346941,0.0580838323353293,-2.13157702699817,1.63083032458145e-47
Zmynd8,0.0575352992027663,0.142115768463074,-1.30454737904567,1.84044685906672e-47
Fxr1,0.131399481317837,0.274850299401198,-1.06468647011712,1.97401488534512e-47
Plcg1,0.0199788685044664,0.0764471057884231,-1.93598700465192,2.18504180576654e-47
Zdhhc3,0.0161367784074537,0.0730538922155689,-2.17860855637333,2.31730284877434e-47
Csnk1g1,0.0263183171645375,0.0828343313373253,-1.65416158414181,2.75108905101993e-47
Ppp2cb,0.0240130631063298,0.0830339321357285,-1.78988157434706,3.15199646676156e-47
Uri1,0.0501392757660167,0.143313373253493,-1.51516017812122,3.60219486086469e-47
Chd1,0.0745365478820478,0.184031936127745,-1.30393623911026,7.4069214224899e-47
Rbm17,0.0660839496686197,0.154091816367265,-1.22141842343403,8.21664354079128e-47
Rtf1,0.0739602343674959,0.193413173652695,-1.38686436070087,8.28536389241041e-47
Alyref,0.0570550379406397,0.14690618762475,-1.3644689761243,9.13427193440268e-47
Xkr6,0.00268946306790894,0.0313373253493014,-3.54249196770208,9.51902496539087e-47
Stub1,0.0665642109307463,0.149700598802395,-1.16926138411408,9.75714255149322e-47
Elavl1,0.0657957929113438,0.145309381237525,-1.14306060321886,1.02906300689436e-46
Txlna,0.0195946594947652,0.0728542914171657,-1.89455345266394,1.04370481905074e-46
Stag1,0.0649313226395159,0.18063872255489,-1.47612068655644,1.07500467599712e-46
Pin1,0.0427432523292671,0.114171656686627,-1.41743595179268,1.08131770890815e-46
Ppargc1a,0.00470656036884065,0.0417165668662675,-3.14787542883373,1.26136550359056e-46
Anp32a,0.0839496686197291,0.209780439121756,-1.32128362532963,1.77785998623234e-46
Mybbp1a,0.0874075497070406,0.2,-1.1941701989772,2.35237812337513e-46
Zcchc6,0.0890404379982711,0.191417165668663,-1.10418761726065,2.60014635800513e-46
Wdr43,0.0706944577850351,0.186027944111776,-1.39585032946532,2.66293683678503e-46
Il1rl1,0.000864470271827874,0.0211576846307385,-4.61322159398894,2.6660462803894e-46
Rbbp6,0.105561425415426,0.2187624750499,-1.05128255287935,3.78670430803971e-46
Dctn3,0.0518682163096725,0.131936127744511,-1.34691700532491,5.00485090793754e-46
Sept2,0.120833733551052,0.245708582834331,-1.02392498047322,5.04160577370386e-46
Dhx36,0.0531168955912016,0.143912175648703,-1.43794591987417,5.24337794250621e-46
Gadd45a,0.0220920180578235,0.0860279441117764,-1.96128014901278,5.30356334922448e-46
Baz2b,0.064355009124964,0.168263473053892,-1.386597676465,5.30668868193876e-46
Trpm7,0.0406301027759101,0.115369261477046,-1.50563797024878,5.36956567336708e-46
Tinagl1,0.0503313802708674,0.141716566866267,-1.49347835372265,6.6110059194059e-46
Rps4x,0.1354336759197,0.27624750499002,-1.02837492121862,6.62427603764546e-46
Arid1a,0.0543655748727308,0.144710578842315,-1.41240508293847,7.74270569964106e-46
Tnfrsf23,0.0131591585822688,0.0550898203592814,-2.06571851468569,1.33924354868403e-45
Il31ra,0.0380366919604265,0.127145708582834,-1.74101908304474,1.41791148955393e-45
Gkap1,0.0175775621938334,0.070059880239521,-1.99485352288857,2.0071424797549e-45
Pak1,0.0198828162520411,0.0758483033932136,-1.93159479169968,2.17969680406671e-45
Kmt2a,0.0459129766593027,0.129141716566866,-1.49198123487981,2.49971478953139e-45
Setx,0.0450485063874748,0.126546906187625,-1.49012105849208,2.84559453114207e-45
Phactr4,0.0263183171645375,0.0832335329341317,-1.66109763135219,3.05264718053691e-45
Adh5,0.108250888483335,0.218363273453094,-1.01235136348839,3.16769845391031e-45
Cep57,0.0237249063490539,0.0900199600798403,-1.92384253253876,3.31988734099717e-45
Fbxo5,0.0164249351647296,0.0604790419161677,-1.88054760945511,3.50252533224057e-45
Pgd,0.0902891172798002,0.188822355289421,-1.06440556764245,3.96965417422687e-45
Pdlim7,0.0548458361348574,0.130339321357285,-1.24881838705164,4.13893625962574e-45
Plekha5,0.0413985207953127,0.134730538922156,-1.70242577371715,4.58374764051482e-45
Syne2,0.0998943425223321,0.234131736526946,-1.22884562586811,5.16401303470895e-45
Gclm,0.0493708577466142,0.125548902195609,-1.34651779855346,5.75188631353387e-45
Naa50,0.123235039861685,0.246706586826347,-1.00138371368274,6.11799386867126e-45
Gtpbp4,0.102583805590241,0.232534930139721,-1.18064444872214,6.58197461749397e-45
Eif3i,0.0877917587167419,0.182035928143713,-1.05206579997472,6.83497682170729e-45
Rad18,0.0256459513975603,0.0784431137724551,-1.61291571143911,7.5942070756833e-45
Msh2,0.0265104216693881,0.0864271457085828,-1.70492489881661,8.14044509571139e-45
Arpc4,0.0835654596100279,0.183632734530938,-1.13584460107634,8.24456820775296e-45
Hmgn5,0.0578234559600423,0.154890219560878,-1.42151930629548,9.4831182245945e-45
Cul4b,0.0176736144462588,0.0776447105788423,-2.13529052979723,9.49224460652744e-45
Mpp1,0.0195946594947652,0.0744510978043912,-1.92583261915179,1.0278234134871e-44
Map2k1,0.0380366919604265,0.10938123752495,-1.52390160374897,1.11399295985822e-44
Palmd,0.0181538757083854,0.0894211576846307,-2.30033863870458,1.16606713347941e-44
Grsf1,0.0347709153779656,0.0976047904191617,-1.48907090873708,1.21771182108214e-44
Lrrfip2,0.0519642685620978,0.117764471057884,-1.18031250129044,1.23487566205319e-44
Dock7,0.0307367207761022,0.103592814371257,-1.75288877433857,1.29767489504846e-44
Pde4dip,0.0437037748535203,0.121756487025948,-1.47816883823224,1.42254642429437e-44
Ddx47,0.0601287100182499,0.156087824351297,-1.37623209124279,1.43944922663e-44
Kpna4,0.0465853424262799,0.118962075848303,-1.35255372425572,1.94663070493137e-44
Hsbp1,0.131879742579963,0.268662674650699,-1.02657292533127,1.95560407302613e-44
Wnt6,0.0116223225434636,0.000598802395209581,4.27867459568539,2.19819749191122e-44
Csnk2a1,0.0449524541350495,0.128542914171657,-1.51577829939927,2.27268604849115e-44
Cul4a,0.0420708865622899,0.112375249500998,-1.41743019334711,2.59661840967857e-44
Ak2,0.0615694938046297,0.149700598802395,-1.28179237963255,2.62879966809794e-44
Magi1,0.0560945154163865,0.20499001996008,-1.86962204830623,2.74216997281949e-44
Mre11a,0.0151762558832005,0.0596806387225549,-1.97544706688905,3.02509855293075e-44
Aig1,0.103928537124196,0.230538922155689,-1.14941849334466,3.03784536997777e-44
Wasf2,0.0492748054941888,0.140918163672655,-1.51593549853218,3.42657078504425e-44
Arhgap21,0.0266064739218135,0.0934131736526946,-1.81184869440227,3.90127083065056e-44
Maml2,0.00778023244645087,0.0415169660678643,-2.41581585612452,3.9244858441378e-44
Wwp1,0.0298722505042743,0.100798403193613,-1.75459494837661,4.46835522199432e-44
Ddx10,0.0324656613197579,0.10059880239521,-1.63162662808578,4.66690969337804e-44
Fam84a,0.0266064739218135,0.0878243512974052,-1.72284368834352,5.17258842322259e-44
Ddx27,0.0743444433771972,0.170858283433134,-1.20050337112479,5.22264968386316e-44
Npat,0.0098933819998079,0.0463073852295409,-2.22670660881241,5.42324255315776e-44
Cbfb,0.0423590433195658,0.12435129740519,-1.55367964833453,5.70516656586165e-44
Cdkn2d,0.0197867639996158,0.0632734530938124,-1.67706464382424,6.40431551684785e-44
Cdk8,0.103544328114494,0.228343313373254,-1.14095601489394,7.66049895802526e-44
Ppfia1,0.0324656613197579,0.0950099800399202,-1.54916446789381,8.05121139127727e-44
Cdk14,0.0451445586399001,0.147904191616766,-1.71203892660889,1.03004397531278e-43
Ergic2,0.0671405244452982,0.160079840319361,-1.25353592194754,1.08857578395181e-43
Adam10,0.0567668811833638,0.131137724550898,-1.20796138101285,1.11623624316049e-43
Ncor2,0.047834021707809,0.129540918163673,-1.43729887679911,1.20266120506253e-43
Naa35,0.0296801459994237,0.0878243512974052,-1.56512282648834,1.20730321723095e-43
Dlg1,0.110364038036692,0.24251497005988,-1.13580365671508,1.30928468617417e-43
Ipo7,0.0289117279800211,0.0914171656686627,-1.66081025220529,1.44383850101981e-43
Cbr2,0.0148880991259245,0.00159680638722555,3.22089826440619,1.57048131299921e-43
4930402H24Rik,0.0330419748343099,0.0996007984031936,-1.59185739150322,1.7912085980432e-43
Usp24,0.0275669964460667,0.0872255489021956,-1.66180868369296,1.97169983434931e-43
Ythdf3,0.0477379694553837,0.122554890219561,-1.36021894467595,2.69247144862602e-43
Rap1gds1,0.0543655748727308,0.125349301397206,-1.2051886469278,3.58797558361944e-43
Pitpnb,0.0406301027759101,0.118562874251497,-1.54503140854887,3.69466680762445e-43
Tulp4,0.0452406108923254,0.119960079840319,-1.40686407196646,4.04963490964653e-43
Sec31a,0.0536932091057535,0.13812375249501,-1.36314989566159,4.19611926102619e-43
Pkn2,0.0560945154163865,0.127544910179641,-1.18507370293503,4.34825058189408e-43
Aggf1,0.0376524829507252,0.0968063872255489,-1.36235723382733,4.42257978983962e-43
Ppa1,0.0728076073383921,0.16626746506986,-1.19134478806251,4.42432112410626e-43
Eif2s2,0.110171933531841,0.229740518962076,-1.06024858298446,4.49907619422022e-43
Tceal8,0.0168091441744309,0.0722554890219561,-2.10386091611893,5.11104671904236e-43
Atxn2,0.0298722505042743,0.0924151696606786,-1.62932375399769,5.30417618612785e-43
Rnf10,0.0363077514167707,0.102994011976048,-1.50421097207023,5.67496641810733e-43
Zbtb7c,0.0618576505619057,0.0147704590818363,2.06623737161761,6.42210789951205e-43
Usp48,0.0401498415137835,0.123552894211577,-1.62166260800143,6.42935616667531e-43
A830082K12Rik,0.00413024685428873,0.0321357285429142,-2.95987826428057,7.06267382306197e-43
Chordc1,0.043607722601095,0.115768463073852,-1.40858674359207,7.60831921068754e-43
Sin3a,0.022860436077226,0.0786427145708583,-1.78246019701649,7.71628539693732e-43
Srsf9,0.059840553260974,0.143912175648703,-1.26599323708487,7.92762028895572e-43
Znhit6,0.0492748054941888,0.141317365269461,-1.520016675344,8.09161235132345e-43
Zfp53,0.0184420324656613,0.0708582834331337,-1.94193885453894,9.59327488993553e-43
Ryk,0.0470656036884065,0.118562874251497,-1.33290732266625,1.18933683676394e-42
Cfl1,0.147152050715589,0.305189620758483,-1.0523982503039,1.19685119161237e-42
Pabpc4,0.0105657477667851,0.0467065868263473,-2.1442311469268,1.24933334994361e-42
E2f1,0.0181538757083854,0.0686626746506986,-1.91924847134908,1.31736993978923e-42
Socs5,0.0265104216693881,0.087624750499002,-1.72477881362524,1.41555504628175e-42
Amotl1,0.0625300163288829,0.150499001996008,-1.26713312097108,1.44147908779777e-42
Chd2,0.0820286235712227,0.188822355289421,-1.20283025458696,1.59025853031167e-42
Hprt,0.055326097396984,0.1375249500998,-1.31366131213003,1.64206895161775e-42
Otud6b,0.0170973009317069,0.0606786427145709,-1.82742022334524,1.68338208805274e-42
Tspan7,0.0170973009317069,0.0708582834331337,-2.0511679242937,1.70665193693763e-42
Cflar,0.0656036884064931,0.143712574850299,-1.13133746890764,1.71155180965082e-42
Cenpa,0.0569589856882144,0.132734530938124,-1.2205483767106,2.17719884481155e-42
Topbp1,0.0443761406204976,0.116966067864271,-1.39823395387424,2.36637500041752e-42
2810417H13Rik,0.0374603784458746,0.107584830339321,-1.52203728987095,2.45543653595223e-42
Oaz2,0.0291998847372971,0.0944111776447106,-1.69299500076386,2.61694910816726e-42
Ttll7,0.00509076937854193,0.0343313373253493,-2.75357044100695,2.76830160986768e-42
Trove2,0.0197867639996158,0.080439121756487,-2.0233616422128,2.85330735814557e-42
Rasa3,0.0695418307559312,0.153892215568862,-1.14596730369988,3.08833676007267e-42
Obsl1,0.00211314955335703,0.025748502994012,-3.60702177765401,3.0899584982991e-42
Zfyve9,0.0250696378830084,0.0820359281437126,-1.71031472797985,3.14891279571042e-42
Egln3,0.048410335222361,0.0135728542914172,1.83459094138152,3.18124461044008e-42
Snx12,0.0444721928729229,0.121357285429142,-1.4482852710514,3.43813337837668e-42
Fam98b,0.0411103640380367,0.115768463073852,-1.49366824448184,3.86951214803579e-42
Hdac9,0.00499471712611661,0.0530938123752495,-3.41006885822815,3.91037187191186e-42
Ndufb6,0.0731918163480934,0.168662674650699,-1.20438648454428,4.08611887330586e-42
Smarcc2,0.0532129478436269,0.137924151696607,-1.37402587520712,4.60585033928143e-42
Fundc1,0.0163288829123043,0.0548902195608782,-1.74912301314237,4.6140060030016e-42
Raly,0.0368840649313226,0.099001996007984,-1.42445995053377,4.61501165606633e-42
Spn,0.0234367495917779,0.00339321357285429,2.78804835544449,5.22238864976409e-42
Zfp644,0.0267985784266641,0.0896207584830339,-1.74167646378001,5.41358604862134e-42
Otud7b,0.0739602343674959,0.160878243512974,-1.12114753381376,5.72864993348207e-42
Akr1c13,0.00701181442704831,0.042315369261477,-2.59332203655123,6.00099437184761e-42
Qars,0.057151090193065,0.13872255489022,-1.27934945028362,6.6814806299882e-42
Dbf4,0.0293919892421477,0.0996007984031936,-1.76073430351266,8.35016744800045e-42
Gtf2f1,0.0738641821150706,0.161077844311377,-1.12481121618401,9.45858537769726e-42
Dlat,0.0298722505042743,0.102395209580838,-1.7772703863445,1.17120669998314e-41
Plce1,0.0783786379790606,0.18562874251497,-1.24388770489195,1.2487208085742e-41
Mgp,0.141773124579771,0.0550898203592814,1.36372640841417,1.58843274981836e-41
Angpt1,0.0182499279608107,0.00119760479041916,3.92966696674174,1.71792737853552e-41
Ube2d3,0.102679857842666,0.208982035928144,-1.02522573007837,1.74129995162522e-41
Ddah2,0.034578810873115,0.00978043912175649,1.82191711134641,1.90958110557512e-41
Txnrd1,0.0723273460762655,0.181037924151697,-1.32367882672465,1.96841735797218e-41
Sult5a1,0.0144078378637979,0.00119760479041916,3.58863004890667,2.07368649328584e-41
Hip1r,0.011430218038613,0.049500998003992,-2.11460468794698,2.16298576131854e-41
Ddx1,0.110267985784267,0.234530938123753,-1.08876425564473,2.22225462298541e-41
Qser1,0.0282393622130439,0.0992015968063872,-1.81265583759397,2.22290527413151e-41
Pfn2,0.00182499279608107,0.0249500998003992,-3.77308291208655,2.40562953159363e-41
Ccnc,0.0112381135337624,0.0540918163672655,-2.26701046263852,2.66047969183242e-41
Setd5,0.0705984055326097,0.183033932135729,-1.37440362473938,2.69219825429597e-41
Ube2c,0.0631063298434348,0.159680638722555,-1.33933277032045,2.82375898958766e-41
Abi1,0.137162616463356,0.284431137724551,-1.05219208077842,3.22564682016422e-41
U2af2,0.0401498415137835,0.115968063872255,-1.5302613621917,3.32926812931453e-41
Agap3,0.0310248775333782,0.0908183632734531,-1.54955852126019,3.3435135144632e-41
Grpel1,0.0618576505619057,0.134730538922156,-1.12305295469163,3.39186113159476e-41
Med21,0.0288156757275958,0.0740518962075848,-1.36168282699298,3.43234226509555e-41
Cyth2,0.0320814523100567,0.0908183632734531,-1.50124458348006,4.06515345804661e-41
Thrap3,0.0513879550475459,0.130938123752495,-1.34938306419763,4.55052951120782e-41
Ppm1b,0.0278551532033426,0.0784431137724551,-1.49370255311172,4.77961682730254e-41
Rad54l2,0.0187301892229373,0.0662674650698603,-1.82293525846537,4.98858303232563e-41
Idh2,0.0883680722312938,0.187225548902196,-1.08318020243905,5.68270952959155e-41
1810037I17Rik,0.10690615694938,0.214570858283433,-1.00510920800292,6.91422636461995e-41
Cstf2t,0.00710786667947363,0.0429141716566866,-2.59396562482856,7.23020414802678e-41
Lmnb1,0.0705984055326097,0.155289421157685,-1.13725204613052,8.35355845068923e-41
Ap1g1,0.0275669964460667,0.0806387225548902,-1.54853069694416,8.64058580496626e-41
Zfp704,0.0094131207376813,0.0578842315369262,-2.62042538676778,8.99251088227132e-41
Diap2,0.0476419172029584,0.140918163672655,-1.56455420375236,9.28721423749214e-41
Taf1d,0.0419748343098646,0.110978043912176,-1.40267774409096,9.29610258953524e-41
Dcun1d5,0.0202670252617424,0.074251497005988,-1.8732857632689,1.06487390917287e-40
D17Wsu92e,0.0588800307367208,0.143512974051896,-1.28533083761657,1.13998107571408e-40
Elf2,0.0557103064066852,0.130339321357285,-1.22625623239955,1.17462446157289e-40
Sart3,0.0271827874363654,0.0794411177644711,-1.54719251857982,1.34166042478033e-40
Bcl2l1,0.0608971280376525,0.164071856287425,-1.42988169441033,1.53547225172269e-40
Tiam2,0.0349630198828162,0.141716566866267,-2.0191067150614,1.58037233341237e-40
Kif13a,0.0324656613197579,0.0966067864271457,-1.57320994186046,1.64225533317331e-40
Gapvd1,0.0514840072999712,0.14251497005988,-1.46891721443938,2.08214206542655e-40
Maoa,0.011718374795889,0.0562874251497006,-2.26404015570396,2.19070284701696e-40
Pdx1,0.00912496398040534,0.0502994011976048,-2.46265045603702,2.52681855581386e-40
Rps6ka4,0.0333301315915858,0.0942115768463074,-1.49907733765163,2.57013014686692e-40
Scaper,0.0269906829315147,0.0840319361277445,-1.63847624371352,2.71523752673263e-40
Erbb2ip,0.0652194793967919,0.149101796407186,-1.19292280941256,2.73206332947627e-40
Mecp2,0.0203630775141677,0.0754491017964072,-1.88954811052593,3.16823110408813e-40
Klhl21,0.0189222937277879,0.0644710578842315,-1.7685646761056,3.20800220590379e-40
Rcn2,0.0299683027566996,0.0882235528942116,-1.55772648139724,3.71714736544164e-40
Fbxo11,0.055326097396984,0.142914171656687,-1.36911691669,3.72959287036856e-40
Gsta4,0.0307367207761022,0.1,-1.7019648391759,4.44951392728109e-40
Dhx38,0.0167130919220056,0.0722554890219561,-2.11212853210253,4.82205109341082e-40
Cadm1,0.0813562578042455,0.190219560878244,-1.2253403854458,4.89473045197023e-40
Maea,0.0597445010085487,0.143712574850299,-1.26630846706712,6.39269261093517e-40
Chmp4b,0.0826049370857747,0.180439121756487,-1.12721225369378,6.98034345253168e-40
Pip5k1b,0.0419748343098646,0.136726546906188,-1.70369684921534,7.76588214414092e-40
Ctnnd1,0.0444721928729229,0.117365269461078,-1.40003010244418,8.02127971544448e-40
Rab22a,0.0289117279800211,0.0978043912175649,-1.75824440311092,8.44413776018002e-40
Nup62,0.0416866775525886,0.109580838323353,-1.39433724742877,8.91721895116056e-40
Runx2,0.114110075881279,0.27684630738523,-1.27865909239089,9.13824721059036e-40
Bag6,0.0331380270867352,0.0994011976047904,-1.5847755212706,9.29815949247446e-40
Uso1,0.0537892613581789,0.125149700598802,-1.21826475672513,1.10720027342381e-39
Celf2,0.0470656036884065,0.129940119760479,-1.46510193503112,1.3517187896229e-39
Ppid,0.066756315435597,0.151696606786427,-1.18421258158813,1.37184846720564e-39
Sh3d19,0.102487753337816,0.210179640718563,-1.03617140106934,1.37625728672059e-39
Ddx21,0.121602151570454,0.244710578842315,-1.00890771513049,1.42620614021803e-39
Akap8,0.0583037172221689,0.118363273453094,-1.02156172915837,1.45957988392029e-39
Mllt10,0.0719431370665642,0.14810379241517,-1.0416796090301,1.52847112311606e-39
Car5b,0.00624339640764576,0.0365269461077844,-2.54855816612364,1.67153129940057e-39
Gins2,0.0173854576889828,0.0694610778443114,-1.99832374963358,1.9095195514362e-39
Nae1,0.0250696378830084,0.0904191616766467,-1.8506873843444,2.20649533962546e-39
Gak,0.0422629910671405,0.106187624750499,-1.32914886284458,2.22707510793678e-39
Ptprn,0.0182499279608107,0.068063872255489,-1.89899846156128,2.30328119439241e-39
Ilf2,0.0632984343482855,0.134331337325349,-1.08555418047032,2.41058088476868e-39
E130308A19Rik,0.00701181442704831,0.0419161676646707,-2.57964709965416,2.65557423118798e-39
Pkig,0.0375564306982999,0.105988023952096,-1.49676939436485,2.97655340016838e-39
Spg21,0.0413985207953127,0.106986027944112,-1.36977127223673,2.99878288477075e-39
Syngr1,0.0340024973585631,0.00878243512974052,1.95294779057765,3.03952999380185e-39
Fkbp11,0.0611852847949284,0.0187624750499002,1.70533456971061,3.29920149693446e-39
Pkp4,0.0744404956296225,0.162075848303393,-1.12250955789163,3.29988187684177e-39
Myl12b,0.0882720199788685,0.189221556886228,-1.10004833847728,3.44474634745236e-39
Pde5a,0.0160407261550283,0.0592814371257485,-1.88584096919477,4.12271170471094e-39
Fasn,0.0344827586206897,0.106586826347305,-1.62808203873256,4.4863668663418e-39
Usp6nl,0.043319565843819,0.127345309381238,-1.55565513137754,4.72583700688933e-39
Rnf11,0.039093266737105,0.107784431137725,-1.46315675365264,5.11570249154077e-39
Klf4,0.0303525117664009,0.0896207584830339,-1.5620170274321,5.16901602814269e-39
Zfp37,0.000672365766977236,0.0165668662674651,-4.62291065015737,6.15636345660824e-39
Hdlbp,0.108827201997887,0.218363273453094,-1.00469101784009,6.71672225043035e-39
Selt,0.0729036595908174,0.155489021956088,-1.09274958351426,7.76442609468305e-39
Leo1,0.0441840361156469,0.122554890219561,-1.47183093529386,7.7693298626295e-39
Cdc5l,0.0648352703870906,0.160079840319361,-1.30394087538478,9.16287048525695e-39
Dynll2,0.0766496974354049,0.1624750499002,-1.08386618891195,9.9039676261011e-39
Traf1,0.0054749783882432,0.042315369261477,-2.95025658126651,1.25855735324838e-38
Rheb,0.0527326865815003,0.130538922155689,-1.30771062736094,1.36153590374714e-38
Socs6,0.0174815099414081,0.0692614770459082,-1.98622335324762,1.44262137296602e-38
Wdr6,0.0125828450677168,0.0477045908183633,-1.92266994731135,1.61092298175258e-38
Ireb2,0.0269906829315147,0.0852295409181637,-1.65889208026762,1.80431293461288e-38
Ap1s1,0.0654115839016425,0.160079840319361,-1.2911735793109,1.90863322776526e-38
Nfe2l2,0.0705984055326097,0.159481037924152,-1.1756773940723,1.93504742472044e-38
AI606181,0.00393814234943809,0.0297405189620758,-2.91684265671213,1.95313231230273e-38
Polr2b,0.0303525117664009,0.0872255489021956,-1.52293486219155,2.28482894989268e-38
Cad,0.0189222937277879,0.0632734530938124,-1.74151335155108,2.34097596112096e-38
Sec24b,0.0382287964652771,0.108582834331337,-1.50606436157474,2.36681834108224e-38
Slurp1,0.00998943425223322,0.000798403193612774,3.64521357727304,2.53086978705027e-38
Cars,0.0561905676688118,0.139520958083832,-1.31208197177272,2.55066295531883e-38
Arid4b,0.0929785803477092,0.189820359281437,-1.02966443445402,2.63454634200146e-38
Oxsr1,0.0194025549899145,0.0670658682634731,-1.78933208089502,2.87139034613766e-38
Trak1,0.0272788396887907,0.0790419161676647,-1.53483564144298,3.00394156518892e-38
Itsn2,0.0916338488137547,0.184830339321357,-1.01224906812278,3.21526631632433e-38
Fam73a,0.00874075497070406,0.0497005988023952,-2.50743343273744,3.73025230002442e-38
Ankrd13c,0.0450485063874748,0.105788423153693,-1.23163057780324,3.83887249920061e-38
Pter,0.0267985784266641,0.0808383233532934,-1.59288292681085,4.95897229144243e-38
Bok,0.0513879550475459,0.118363273453094,-1.20371935412555,5.04191325965785e-38
Inadl,0.00710786667947363,0.0469061876247505,-2.7222897218041,5.47513224780771e-38
Sfxn1,0.0612813370473538,0.147704590818363,-1.2691949876195,5.52486907783423e-38
Sos1,0.0132552108346941,0.0592814371257485,-2.16102080489065,6.11546281525267e-38
Tmem158,0.00355393333973682,0.0261477045908184,-2.87919577677655,6.62681550491464e-38
Fam133b,0.0314090865430794,0.0854291417165669,-1.44354630177112,8.62819081826762e-38
Pbdc1,0.0285275189703199,0.0862275449101796,-1.59579452223076,1.08658236869742e-37
Synj2,0.0359235424070694,0.0968063872255489,-1.43017261805491,1.10391435149789e-37
Exosc3,0.0233406973393526,0.075249500998004,-1.68883435053094,1.16318204079832e-37
Xiap,0.0328498703294592,0.0894211576846307,-1.44472854803976,1.16511909067839e-37
Slc44a1,0.0194025549899145,0.0648702594810379,-1.74131056603207,1.21987957523375e-37
Ctbp1,0.0446642973777735,0.115369261477046,-1.36906491737334,1.37428829886955e-37
Smad1,0.0338103928537124,0.104191616766467,-1.62370051880064,1.50964961453939e-37
Ube2q1,0.0530208433387763,0.133532934131737,-1.33256408473134,1.71920411098048e-37
Cnot6l,0.0477379694553837,0.114570858283433,-1.26303102598145,1.86948491284986e-37
Yme1l1,0.0476419172029584,0.126546906187625,-1.40936886062059,1.90398571689152e-37
Rasa1,0.0387090577274037,0.101596806387226,-1.39211195841578,1.9587980427905e-37
Pde7a,0.016232830659879,0.0648702594810379,-1.99864261250169,2.12674029964895e-37
Hectd1,0.091441744308904,0.193812375249501,-1.0837358629793,2.27140638537721e-37
Stmn1,0.0188262414753626,0.0728542914171657,-1.95226895052022,2.28299227250233e-37
Keap1,0.0320814523100567,0.0902195608782435,-1.49170081080919,2.49012412706298e-37
Hcfc1,0.0267025261742388,0.0884231536926148,-1.72744795669956,2.63247507640638e-37
Ppat,0.0282393622130439,0.0908183632734531,-1.68527653111775,2.88220639867333e-37
