gene,clone1_exp,clone2_exp,log2_fc,fdr
Zc2hc1a,0.0163288829123043,0.0652694610778443,-1.99898203022843,3.06391881549444e-37
Arl6ip1,0.118528479492844,0.0558882235528942,1.0846175213364,3.43340988914356e-37
Psd3,0.0245893766208818,0.0890219560878244,-1.85612604078836,4.04019482256808e-37
Arhgdia,0.0946114686389396,0.191217564870259,-1.01512807226049,4.20651309829664e-37
Usp1,0.0319854000576313,0.0892215568862275,-1.47997879498011,4.99850001175761e-37
Ankrd12,0.0599366055133993,0.136726546906188,-1.18978409985369,6.51248749821077e-37
Ppp1r1b,0.00816444145615215,0.000399201596806387,4.35416479526965,6.92185860714486e-37
Mcm6,0.0650273748919412,0.155688622754491,-1.25954443104267,7.5729149174457e-37
Nfkb1,0.0647392181346653,0.152694610778443,-1.23793729726621,8.00050979452234e-37
Ppp2r3a,0.0161367784074537,0.0604790419161677,-1.90608270156224,8.57546597666899e-37
Ppp1r8,0.0119104793007396,0.0483033932135729,-2.01989306775577,9.46394830614501e-37
Hddc2,0.0241091153587552,0.0712574850299401,-1.56346285094638,1.00558716475747e-36
Mcc,0.0821246758236481,0.0243512974051896,1.75381713134232,1.03418317623776e-36
Fosl1,0.0419748343098646,0.106786427145709,-1.34713175265596,1.13895870083578e-36
Tead1,0.0818365190663721,0.183433133732535,-1.16443757193125,1.52366728643661e-36
Pptc7,0.0258380559024109,0.0784431137724551,-1.60214928057004,1.75397070374498e-36
Usp45,0.0129670540774181,0.0499001996007984,-1.94419482847931,1.93572993030111e-36
Lpgat1,0.0452406108923254,0.110179640718563,-1.28416734803344,2.0205520552182e-36
Rab12,0.0270867351839401,0.0738522954091816,-1.44705624898557,2.20970311097962e-36
Gpd2,0.0404379982710595,0.107784431137725,-1.41436531485249,2.31480742249721e-36
Sestd1,0.027663048698492,0.0916167664670659,-1.72765148283955,2.36584781162313e-36
Stoml2,0.0462011334165786,0.109780439121756,-1.24862086551003,2.38515935256657e-36
Iffo2,0.0178657189511094,0.0612774451097804,-1.7781621751302,2.57437492592718e-36
Nrep,0.0054749783882432,0.0307385229540918,-2.48912266739821,2.6891242792838e-36
Calm3,0.0735760253577946,0.179241516966068,-1.28459719368424,2.76491014550024e-36
Tceb3,0.0349630198828162,0.094810379241517,-1.43921520388767,2.94555950290597e-36
Deptor,0.0483142829699356,0.0159680638722555,1.59726035405011,3.11385623483191e-36
Zcchc14,0.0163288829123043,0.0594810379241517,-1.86500372519251,3.18745265911004e-36
Evl,0.0191143982326386,0.0624750499001996,-1.70862036725702,3.2644500870982e-36
Zrsr1,0.0298722505042743,0.00678642714570858,2.13808178801221,3.29820274779776e-36
Psmd5,0.0242051676111805,0.0750499001996008,-1.63253506904577,3.30044061651155e-36
Tfdp2,0.0202670252617424,0.0738522954091816,-1.86550841267718,3.67564831405188e-36
Nptn,0.0633944866007108,0.130738522954092,-1.04425502304705,3.90319154857136e-36
Klhdc8a,0.0219959658053981,0.00359281437125749,2.61405264578658,4.02600809527112e-36
Nsmaf,0.0240130631063298,0.0764471057884231,-1.67064243813092,4.22328668422648e-36
Epb4.1,0.0347709153779656,0.103193612774451,-1.56940072409978,4.3371278316737e-36
Prmt1,0.0759773316684276,0.15688622754491,-1.04607775865387,4.71690128222586e-36
Ipo8,0.0333301315915858,0.0864271457085828,-1.37465750301652,5.34662344789222e-36
Mpzl1,0.01805782345596,0.0578842315369262,-1.68054637920535,5.51348939121955e-36
Lrpprc,0.0512919027951205,0.122754491017964,-1.2589728094071,5.86618081703495e-36
Rab11b,0.034290654115839,0.0896207584830339,-1.3860175115801,6.40732903091531e-36
Krt23,0.0024973585630583,0.0251497005988024,-3.33206634622688,6.93245192920218e-36
Ikbkap,0.0177696666986841,0.0712574850299401,-2.00362494438084,7.00969484983646e-36
Ckap2l,0.0427432523292671,0.105588822355289,-1.30468852712832,7.31159201550556e-36
Ipo9,0.0340024973585631,0.0984031936127745,-1.53306442716297,8.46439826237275e-36
Prdm2,0.0267985784266641,0.0908183632734531,-1.76082756412492,9.28598983592213e-36
Atxn7l3b,0.057151090193065,0.136726546906188,-1.25844046052064,1.00008620190927e-35
Pds5b,0.0669484199404476,0.163073852295409,-1.28440356314531,1.01397439493837e-35
Ppp2r2b,0.0309288252809528,0.00359281437125749,3.10576573580425,1.14075261162323e-35
Stam,0.0171933531841322,0.0570858283433134,-1.73128170038219,1.19590261251969e-35
Src,0.011430218038613,0.0467065868263473,-2.03077309714351,1.4403835490733e-35
Zfp334,0.00201709730093171,0.0245508982035928,-3.60542322342853,1.45953566713125e-35
Ccni,0.0706944577850351,0.156686626746507,-1.14821302859003,1.46173149994548e-35
Ranbp9,0.0278551532033426,0.0834331337325349,-1.582676182934,1.67111805606227e-35
Rngtt,0.0194986072423398,0.0724550898203593,-1.89371596167863,1.72774756177898e-35
Mras,0.00864470271827874,0.0401197604790419,-2.21442473571731,1.7707915092073e-35
Upp1,0.0100854865046585,0.044311377245509,-2.13539648955204,1.93136025088799e-35
Prrc2a,0.0188262414753626,0.0570858283433134,-1.60038763353123,2.28830279876549e-35
Zfp110,0.00787628469887619,0.0395209580838323,-2.32703075632958,2.47371023322513e-35
Mcm7,0.0651234271443665,0.154291417165669,-1.24440928165656,2.54736480496212e-35
Rbm5,0.0663721064258957,0.138323353293413,-1.05939578261701,2.69936128527733e-35
Upf2,0.0537892613581789,0.119560878243513,-1.15235531671187,2.93710036648935e-35
Wdr82,0.0372682739410239,0.0962075848303393,-1.36820263491089,2.95387828202576e-35
Usp33,0.045720872154452,0.11936127744511,-1.38441005175821,3.06692732554083e-35
Cse1l,0.0185380847180866,0.0614770459081836,-1.72955564429487,3.07015293327687e-35
Uchl5,0.0811641532993949,0.181836327345309,-1.16372585350056,3.23915485198132e-35
Gprasp1,0.0113341657861877,0.0487025948103792,-2.1033204290691,3.57588367350973e-35
Spag9,0.0773220632023821,0.159880239520958,-1.04803960027478,3.71524823529911e-35
Lap3,0.045720872154452,0.107784431137725,-1.23722397461094,3.77220902504421e-35
Usp8,0.0538853136106042,0.135329341317365,-1.3285106433956,4.93671024584632e-35
Cep295,0.0160407261550283,0.0598802395209581,-1.90034053888988,5.05705250161941e-35
Ranbp3,0.0194025549899145,0.063872255489022,-1.71894275300362,5.91694936823964e-35
Nmt2,0.0399577370089329,0.0982035928143713,-1.2973009280662,5.94006670562674e-35
Sgol2a,0.0312169820382288,0.092814371257485,-1.57201713894763,6.74080158703271e-35
Mms22l,0.015944673902603,0.0608782435129741,-1.93285214197138,8.37844530631906e-35
Sik2,0.0193065027374892,0.070059880239521,-1.85950166999368,8.75604920530353e-35
Rasal2,0.0391893189895303,0.120359281437126,-1.61881499079664,9.7408609692697e-35
Xpa,0.046009028911728,0.121157684630739,-1.39689700138755,9.99180502962028e-35
Pnrc1,0.0354432811449428,0.0916167664670659,-1.37009947822146,1.03456351078663e-34
Stxbp1,0.0216117567956969,0.0636726546906188,-1.55885756341589,1.05159354246687e-34
Arhgap35,0.0333301315915858,0.0896207584830339,-1.42700592303094,1.07305063032245e-34
Pik3ca,0.041494573047738,0.104191616766467,-1.32824463527447,1.13490458620749e-34
mt-Nd6,0.0395735279992316,0.10059880239521,-1.34600553718475,1.18969895241134e-34
Hsph1,0.10219959658054,0.204590818363273,-1.00135189975967,1.2223331757342e-34
Fosb,0.00124867928152915,0.0187624750499002,-3.9093752744046,1.2842616987224e-34
Ppa2,0.0542695226203054,0.119161676646707,-1.13470620483031,1.35496164017651e-34
Ppp2r1a,0.0149841513783498,0.0542914171656687,-1.85728676325614,1.37000144149738e-34
Ncs1,0.0109499567764864,0.0427145708582834,-1.96380311310446,1.49579256283861e-34
Pi4k2b,0.0206512342714437,0.0708582834331337,-1.77870850567064,1.58570772369152e-34
9330159M07Rik,0.00153683603880511,0.0193612774451098,-3.65513898305518,1.63451432198099e-34
Rarg,0.0573431946979157,0.0187624750499002,1.61177212871912,1.66957884267856e-34
Ehmt1,0.0376524829507252,0.0970059880239521,-1.36532880035863,1.73917319913411e-34
Syne1,0.0178657189511094,0.0608782435129741,-1.76873276221027,1.80748506360613e-34
Enah,0.0419748343098646,0.0125748502994012,1.73898340513263,1.84788204639446e-34
Ppl,0.0395735279992316,0.0986027944111776,-1.31709284526951,1.931934368672e-34
Fbxo22,0.0292959369897224,0.0708582834331337,-1.27423592280985,1.95441484418966e-34
Clasp1,0.029488041494573,0.0840319361277445,-1.51080771856427,1.96069126238593e-34
Odf2l,0.018345980213236,0.0608782435129741,-1.73046274528255,2.07490120332685e-34
Ccdc91,0.0316972433003554,0.0890219560878244,-1.48980382654254,2.079581673736e-34
Dazap1,0.061953702814331,0.131936127744511,-1.09057725206513,2.08882040057088e-34
Sh3kbp1,0.0554221496494093,0.131536926147705,-1.24693328723062,2.09142154780905e-34
Gm4117,0.0064355009124964,0.0483033932135729,-2.90800018768487,2.3567148494089e-34
Ddah1,0.022860436077226,0.0682634730538922,-1.57826089244601,2.50943510302187e-34
Hoxa7,0.0108539045240611,0.000798403193612774,3.76495282154714,2.58550840609886e-34
Spred1,0.0626260685813082,0.134730538922156,-1.10524167857517,2.73671259903925e-34
Ptpn12,0.0810681010469696,0.182035928143713,-1.16701696632561,3.12679306302129e-34
Mipol1,0.0271827874363654,0.07624750499002,-1.48799672607192,3.14872138593835e-34
Gpbp1,0.0673326289501489,0.13812375249501,-1.03658373449415,3.20971720416738e-34
Setd7,0.0282393622130439,0.0838323353293413,-1.56979931369781,3.23181560934399e-34
Nol8,0.0333301315915858,0.0956087824351297,-1.52031613402597,3.3066326676702e-34
Sh3pxd2b,0.0497550667563154,0.122554890219561,-1.30051269855168,3.73760083373975e-34
Zfp422,0.015944673902603,0.0652694610778443,-2.03333353501921,3.94323485393177e-34
Atp6ap2,0.0447603496301988,0.105189620758483,-1.23269914785099,3.98399583031249e-34
Rad50,0.0633944866007108,0.133333333333333,-1.07260821909629,4.06885031250156e-34
Vprbp,0.0275669964460667,0.0796407185628742,-1.53056415041471,4.45657168529049e-34
Timm8b,0.0785707424839112,0.161477045908184,-1.03926500035628,4.45705629468355e-34
Inip,0.0132552108346941,0.0489021956087824,-1.88333962309245,4.47837435005441e-34
Mier1,0.0700220920180578,0.142914171656687,-1.02926691380537,4.77950632652361e-34
Invs,0.0121025838055902,0.0518962075848303,-2.10031403039659,4.78688972095081e-34
Cyfip1,0.0533090000960523,0.122554890219561,-1.20097702500076,5.75682245684269e-34
Nphp1,0.01805782345596,0.0542914171656687,-1.58810013044075,5.87847475075133e-34
Bmi1,0.0192104504850639,0.0608782435129741,-1.66403538354358,6.96886855749055e-34
B4galt1,0.0515800595523965,0.113572854291417,-1.13873270518922,7.44485281148484e-34
Arhgef2,0.0835654596100279,0.175848303393214,-1.07335275905238,7.44527942602232e-34
Zc3h15,0.0773220632023821,0.168063872255489,-1.12005759093247,7.75194063914608e-34
Memo1,0.0320814523100567,0.0846307385229541,-1.3994423029572,8.37346535861097e-34
Plcb1,0.114014023628854,0.0339321357285429,1.74848714263615,8.67443049935628e-34
Sephs1,0.024973585630583,0.0778443113772455,-1.64018864158921,8.69384003411614e-34
Casc5,0.0284314667178945,0.0880239520958084,-1.63040762079662,8.70719756760717e-34
Nrip1,0.0675247334549995,0.155289421157685,-1.20147160678171,9.25831150181704e-34
Cand1,0.0417827298050139,0.109780439121756,-1.39364235854398,9.54071336803533e-34
Ubr3,0.0395735279992316,0.102594810379242,-1.37435016287871,9.54127169606485e-34
Snrpa1,0.0900009605225243,0.180239520958084,-1.00190308068972,1.03064385668332e-33
Cep70,0.0105657477667851,0.0387225548902196,-1.87377926953052,1.03351290214651e-33
Ptov1,0.0378445874555758,0.0954091816367265,-1.33404112939243,1.03554042342944e-33
Mastl,0.0126788973201422,0.0510978043912176,-2.0108320215096,1.03616507039866e-33
Gtf2ird2,0.00557103064066852,0.0343313373253493,-2.62350990044258,1.3293773380605e-33
Casp3,0.0362116991643454,0.0908183632734531,-1.32652816268545,1.34871526361822e-33
Cdk1,0.0583997694745942,0.124950099800399,-1.09731747435709,1.58157987960815e-33
Pja1,0.0270867351839401,0.0758483033932136,-1.48553039680021,1.62212850200587e-33
Prkar2a,0.025261742387859,0.0748502994011976,-1.56705393695899,1.63290570581201e-33
Als2cl,0.0120065315531649,0.0457085828343313,-1.92864564430291,1.66544176900527e-33
Zak,0.0323696090673326,0.0834331337325349,-1.36598049176708,1.66580688009205e-33
Tcaf1,0.0142157333589473,0.0568862275449102,-2.00059088429121,1.72403840549983e-33
Mcm3,0.0588800307367208,0.137325349301397,-1.22174763187937,1.82531241936443e-33
Ccdc186,0.0494669099990395,0.107385229540918,-1.1182598813541,1.98549677664532e-33
Usp7,0.0744404956296225,0.154291417165669,-1.0514982446313,2.29609597600726e-33
Exosc7,0.0119104793007396,0.0526946107784431,-2.14542394983963,2.38482636074462e-33
Tipin,0.0247814811257324,0.0790419161676647,-1.67335550552441,2.5241431805044e-33
Arl2bp,0.0313130342906541,0.0842315369261477,-1.42759717534416,2.74230778525285e-33
Rbmxl1,0.0453366631447507,0.111177644710579,-1.29411660884624,2.80389021457292e-33
Gpc2,0.00163288829123043,0.0183632734530938,-3.49132525567473,2.96130545512904e-33
Mmp28,0.0234367495917779,0.0029940119760479,2.96862060108632,3.11059127223459e-33
Ets1,0.0352511766400922,0.0962075848303393,-1.4484792242548,3.13661643528036e-33
Cep55,0.0435116703486697,0.103592814371257,-1.2514496291797,3.21776755274731e-33
Cpq,0.0283354144654692,0.0806387225548902,-1.50886647937064,3.35011561857046e-33
Cygb,0.0312169820382288,0.0810379241516966,-1.37626615013741,3.39311989906956e-33
Msantd3,0.00499471712611661,0.0287425149700599,-2.52471142416927,4.00895077509686e-33
Nfx1,0.041206416290462,0.117564870259481,-1.51251612719897,4.15748583625123e-33
Ubap2l,0.0695418307559312,0.14690618762475,-1.07894220984186,4.25045757056541e-33
RP23-292C19.1,0.00192104504850639,0.0199600798403194,-3.37715423575542,4.32386110443536e-33
Rhoq,0.0184420324656613,0.0610778443113772,-1.72765148283955,5.07258586023629e-33
Rars,0.0725194505811161,0.147305389221557,-1.02237031271601,5.39552651779136e-33
Mbd3,0.0470656036884065,0.101996007984032,-1.1157676828031,6.01876061417819e-33
Plekha2,0.0655076361540678,0.15249500998004,-1.21902703987963,6.28920356996784e-33
Ogt,0.0344827586206897,0.0784431137724551,-1.18577160930361,6.83702240031364e-33
Sytl5,0.00220920180578235,0.0315369261477046,-3.83544493298814,7.44771592354941e-33
Ndc80,0.0517721640572471,0.13313373253493,-1.36262762930013,7.9149248381201e-33
Prickle1,0.0428393045816924,0.0105788423153693,2.01775330448905,8.01819424816205e-33
Smchd1,0.055326097396984,0.133532934131737,-1.2711635400672,8.02148745087817e-33
Sdad1,0.0346748631255403,0.0910179640718563,-1.39226112814562,8.23006614317993e-33
Snx1,0.0352511766400922,0.0904191616766467,-1.35895712807108,9.46937348286183e-33
Kdelr2,0.0672365766977236,0.140518962075848,-1.06344664767302,9.58275846788352e-33
Fem1b,0.0143117856113726,0.0536926147704591,-1.90751998296252,1.01690607906463e-32
Ubr4,0.0340024973585631,0.0932135728542914,-1.45489933049472,1.03108051392422e-32
Rbm33,0.0405340505234848,0.101197604790419,-1.31996888916421,1.14254564618221e-32
Spast,0.0184420324656613,0.0602794411177645,-1.70866837947198,1.17892142444006e-32
Ptpn9,0.0213236000384209,0.074251497005988,-1.79996908562598,1.42045534871808e-32
Mthfd2l,0.0148880991259245,0.0512974051896208,-1.78472628478769,1.43641444573739e-32
Ugdh,0.0912496398040534,0.186027944111776,-1.02762858230402,1.43821083757687e-32
Ube3c,0.0371722216885986,0.0912175648702595,-1.29508673978171,1.49462587548272e-32
Aifm1,0.0242051676111805,0.0750499001996008,-1.63253506904577,1.49704942117102e-32
Lemd1,0.011142061281337,0.000998003992015968,3.48082675937216,1.60152497390371e-32
Erc1,0.0575352992027663,0.132934131736527,-1.20819231515053,1.76462974315558e-32
Tdrkh,0.00307367207761022,0.0267465069860279,-3.12131533132583,1.96385535224055e-32
Pole3,0.0624339640764576,0.145708582834331,-1.22268288671962,2.28073807430445e-32
Sf1,0.0650273748919412,0.138522954091816,-1.09100596987132,2.48728995409458e-32
Mtmr14,0.00922101623283066,0.0405189620758483,-2.13559955733207,2.49750129744084e-32
Api5,0.0404379982710595,0.100798403193613,-1.31768929544081,2.50258627691919e-32
Plxna4,0.00605129190279512,0.0475049900199601,-2.97276398067608,2.53181694848593e-32
Mir99ahg,0.00979732974738258,0.0391217564870259,-1.99751064301177,2.88565851265331e-32
Mtx2,0.0250696378830084,0.0722554890219561,-1.52716603138137,2.89388467313558e-32
Fam199x,0.00826049370857747,0.0425149700598802,-2.36367100639179,3.0889983206345e-32
Sdha,0.0898088560176736,0.18562874251497,-1.04749049208845,3.10435153824312e-32
Upf3b,0.0535011046009029,0.128942115768463,-1.26908297822195,3.41055311125971e-32
Atf2,0.0349630198828162,0.0906187624750499,-1.37397998796027,3.51341586763243e-32
C2cd5,0.0271827874363654,0.0772455089820359,-1.50675765418058,3.52668543223887e-32
Nexn,0.0203630775141677,0.0754491017964072,-1.88954811052593,3.52770809675376e-32
Cdc73,0.0358274901546441,0.0942115768463074,-1.39483736997466,3.71109537256818e-32
Cdca8,0.0301604072615503,0.0854291417165669,-1.50207237837757,4.27589461039026e-32
Pja2,0.029488041494573,0.0836327345309381,-1.50393772919722,4.32289217956628e-32
Ccna2,0.0371722216885986,0.103992015968064,-1.48417594700215,4.65610554791707e-32
Dock1,0.0504274325232927,0.123552894211577,-1.29284812752883,4.95873358412823e-32
Trim44,0.0492748054941888,0.11377245508982,-1.2072292343131,5.02895531912088e-32
Bdp1,0.0568629334357891,0.131536926147705,-1.20990743024715,5.2027346714969e-32
Prep,0.0226683315723754,0.0694610778443114,-1.61552658735494,5.70959366254102e-32
Hdac2,0.0783786379790606,0.162075848303393,-1.04813671608173,5.88622534876875e-32
Usp14,0.0592642397464221,0.127744510978044,-1.108027556606,8.62257852829439e-32
Cttnbp2nl,0.0317932955527807,0.0822355289421158,-1.37103926124405,8.66348798369168e-32
Tubb6,0.0599366055133993,0.128942115768463,-1.10521427669973,8.72511875069694e-32
Dpp3,0.0491787532417635,0.108383233532934,-1.14003452867241,8.74461877094394e-32
Ccdc124,0.0455287676496014,0.0998003992015968,-1.13226717663188,8.88819727068467e-32
Nbn,0.0141196811065219,0.0560878243512974,-1.98998011625261,1.00803769365152e-31
E2f8,0.0405340505234848,0.0956087824351297,-1.23800879789705,1.07125283627554e-31
Ubqln4,0.0441840361156469,0.0932135728542914,-1.07701482963334,1.12632302611518e-31
Igfbp3,0.0540774181154548,0.139121756487026,-1.36324987465625,1.22668611952981e-31
Ubr2,0.0587839784842955,0.133333333333333,-1.18154259064945,1.41874721166982e-31
Mpnd,0.0269906829315147,0.0718562874251497,-1.4126529169768,1.58463132831784e-31
Rraga,0.066180001921045,0.137125748502994,-1.05103225698186,1.69923104844462e-31
Gsr,0.052636634329075,0.114570858283433,-1.12210098458321,1.71074130378035e-31
Acsl4,0.0594563442512727,0.144111776447106,-1.27728556854096,1.91243500440779e-31
Unc13a,0.00835654596100279,0.000598802395209581,3.80275485425952,2.02949493876439e-31
Copa,0.0804917875324176,0.16686626746507,-1.05177883924958,2.05066373615524e-31
Dvl1,0.0257420036499856,0.0716566866267465,-1.47697698423333,2.21743370013929e-31
